fulfillment_event_id,order_id,customer_id,source_customer_id,event_date,event_type,severity,root_cause,resolution_status
FUL001589,O020535,C000393,6959,2024-05-03,carrier_delay,High,Carrier route delay,Open
FUL001590,O020539,C000128,9743,2024-05-03,carrier_delay,High,Carrier route delay,Open
FUL001591,O020540,C001581,3617,2024-05-03,carrier_delay,High,Carrier route delay,Open
FUL001592,O020546,C000536,1169,2024-05-03,carrier_delay,High,Carrier route delay,Open
FUL001593,O020560,C000080,7445,2024-05-04,carrier_delay,High,Carrier route delay,Open
FUL001594,O020564,C001637,3406,2024-05-04,carrier_delay,High,Carrier route delay,Open
FUL001595,O020575,C001234,9823,2024-05-04,carrier_delay,High,Carrier route delay,Open
FUL001596,O020588,C000857,2155,2024-05-04,carrier_delay,High,Carrier route delay,Open
FUL001597,O020599,C000327,7190,2024-05-04,carrier_delay,High,Carrier route delay,Open
FUL001598,O002060,C000563,6448,2023-08-08,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL001599,O020600,C000254,11738,2024-05-04,carrier_delay,High,Carrier route delay,Open
FUL001600,O020604,C001660,4750,2024-05-04,carrier_delay,High,Carrier route delay,Open
FUL001601,O020609,C001035,586,2024-05-04,carrier_delay,High,Carrier route delay,Open
FUL001602,O020618,C000098,7670,2024-05-04,carrier_delay,High,Carrier route delay,Open
FUL001603,O020619,C000496,2373,2024-05-04,carrier_delay,High,Carrier route delay,Open
FUL001604,O020620,C000223,6587,2024-05-04,carrier_delay,High,Carrier route delay,Open
FUL001605,O020630,C001593,10257,2024-05-05,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL001606,O020631,C001090,8754,2024-05-05,carrier_delay,High,Carrier route delay,Open
FUL001607,O020632,C000144,7358,2024-05-05,carrier_delay,High,Carrier route delay,Open
FUL001608,O020636,C000751,2087,2024-05-05,carrier_delay,High,Carrier route delay,Open
FUL001609,O020637,C001760,8437,2024-05-05,carrier_delay,High,Carrier route delay,Open
FUL001610,O020642,C000615,12189,2024-05-05,carrier_delay,High,Carrier route delay,Open
FUL001611,O020644,C000346,12235,2024-05-05,carrier_delay,High,Carrier route delay,Open
FUL001612,O002065,C001534,2319,2023-08-08,carrier_delay,High,Carrier route delay,Open
FUL001613,O020654,C001714,1008,2024-05-05,carrier_delay,High,Carrier route delay,Open
FUL001614,O020657,C000459,10653,2024-05-05,carrier_delay,High,Carrier route delay,Open
FUL001615,O020659,C000200,11475,2024-05-05,carrier_delay,High,Carrier route delay,Open
FUL001616,O020660,C000944,9704,2024-05-05,carrier_delay,High,Carrier route delay,Open
FUL001617,O020664,C000130,12039,2024-05-05,carrier_delay,High,Carrier route delay,Open
FUL001618,O020668,C001852,8550,2024-05-05,carrier_delay,High,Carrier route delay,Open
FUL001619,O020669,C001482,10277,2024-05-05,carrier_delay,High,Carrier route delay,Open
FUL001620,O002067,C000530,1739,2023-08-08,carrier_delay,High,Carrier route delay,Open
FUL001621,O020676,C000793,569,2024-05-05,carrier_delay,High,Carrier route delay,Open
FUL001622,O020677,C000105,6285,2024-05-05,carrier_delay,High,Carrier route delay,Open
FUL001623,O020678,C000955,4768,2024-05-05,carrier_delay,High,Carrier route delay,Open
FUL001624,O020679,C000398,1379,2024-05-05,carrier_delay,High,Carrier route delay,Open
FUL001625,O020689,C000641,4200,2024-05-05,carrier_delay,High,Carrier route delay,Open
FUL001626,O020694,C001071,8365,2024-05-06,carrier_delay,High,Carrier route delay,Open
FUL001627,O020699,C001350,6739,2024-05-06,carrier_delay,High,Carrier route delay,Open
FUL001628,O020700,C000168,5867,2024-05-06,carrier_delay,High,Carrier route delay,Open
FUL001629,O002071,C000068,5648,2023-08-08,carrier_delay,High,Carrier route delay,Open
FUL001630,O020724,C001083,6788,2024-05-06,carrier_delay,High,Carrier route delay,Open
FUL001631,O020729,C000925,8084,2024-05-06,carrier_delay,High,Carrier route delay,Open
FUL001632,O002073,C000086,3938,2023-08-08,carrier_delay,High,Carrier route delay,Open
FUL001633,O020734,C000689,6086,2024-05-06,carrier_delay,High,Carrier route delay,Open
FUL001634,O020735,C000795,9819,2024-05-06,carrier_delay,High,Carrier route delay,Open
FUL001635,O002074,C001063,8233,2023-08-08,carrier_delay,High,Carrier route delay,Open
FUL001636,O020740,C000737,682,2024-05-06,carrier_delay,High,Carrier route delay,Open
FUL001637,O020743,C001506,8605,2024-05-06,carrier_delay,High,Carrier route delay,Open
FUL001638,O020746,C000289,6893,2024-05-06,carrier_delay,High,Carrier route delay,Open
FUL001639,O020754,C000142,3550,2024-05-06,carrier_delay,High,Carrier route delay,Open
FUL001640,O020755,C000521,640,2024-05-06,carrier_delay,High,Carrier route delay,Open
FUL001641,O020790,C001742,2267,2024-05-07,carrier_delay,High,Carrier route delay,Open
FUL001642,O020799,C001304,10442,2024-05-07,carrier_delay,High,Carrier route delay,Open
FUL001643,O020802,C001547,7333,2024-05-07,carrier_delay,High,Carrier route delay,Open
FUL001644,O020804,C001657,7144,2024-05-07,carrier_delay,High,Carrier route delay,Open
FUL001645,O020805,C000637,8954,2024-05-07,carrier_delay,High,Carrier route delay,Open
FUL001646,O020806,C000994,10778,2024-05-07,carrier_delay,High,Carrier route delay,Open
FUL001647,O020816,C000338,1014,2024-05-07,carrier_delay,High,Carrier route delay,Open
FUL001648,O020820,C001638,8704,2024-05-07,carrier_delay,High,Carrier route delay,Open
FUL001649,O020825,C001384,1393,2024-05-07,carrier_delay,High,Carrier route delay,Open
FUL001650,O020827,C001224,8715,2024-05-08,carrier_delay,High,Carrier route delay,Open
FUL001651,O020832,C001086,4929,2024-05-08,carrier_delay,High,Carrier route delay,Open
FUL001652,O020839,C001165,5147,2024-05-08,carrier_delay,High,Carrier route delay,Open
FUL001653,O020840,C001626,8397,2024-05-08,carrier_delay,High,Carrier route delay,Open
FUL001654,O020859,C001725,1460,2024-05-08,carrier_delay,High,Carrier route delay,Open
FUL001655,O002087,C000587,7575,2023-08-08,carrier_delay,High,Carrier route delay,Open
FUL001656,O020875,C001385,4016,2024-05-08,carrier_delay,High,Carrier route delay,Open
FUL001657,O020879,C000347,9213,2024-05-08,carrier_delay,High,Carrier route delay,Open
FUL001658,O020884,C000109,4812,2024-05-08,carrier_delay,High,Carrier route delay,Open
FUL001659,O020895,C000771,11313,2024-05-09,carrier_delay,High,Carrier route delay,Open
FUL001660,O020900,C000011,5715,2024-05-09,carrier_delay,High,Carrier route delay,Open
FUL001661,O020903,C001168,11512,2024-05-09,carrier_delay,High,Carrier route delay,Open
FUL001662,O020904,C001331,3739,2024-05-09,carrier_delay,High,Carrier route delay,Open
FUL001663,O020919,C001249,383,2024-05-09,carrier_delay,High,Carrier route delay,Open
FUL001664,O020923,C000906,10118,2024-05-09,carrier_delay,High,Carrier route delay,Open
FUL001665,O020925,C001503,6416,2024-05-09,carrier_delay,High,Carrier route delay,Open
FUL001666,O020935,C000886,12301,2024-05-09,carrier_delay,High,Carrier route delay,Open
FUL001667,O020944,C001258,1478,2024-05-09,carrier_delay,High,Carrier route delay,Open
FUL001668,O020948,C001443,11032,2024-05-09,carrier_delay,High,Carrier route delay,Open
FUL001669,O020953,C001698,8554,2024-05-09,carrier_delay,High,Carrier route delay,Open
FUL001670,O020958,C000330,2462,2024-05-09,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL001671,O020959,C000878,2252,2024-05-09,carrier_delay,High,Carrier route delay,Open
FUL001672,O020964,C001816,821,2024-05-10,carrier_delay,High,Carrier route delay,Open
FUL001673,O020966,C001705,10952,2024-05-10,carrier_delay,High,Carrier route delay,Open
FUL001674,O020981,C000041,12285,2024-05-10,carrier_delay,High,Carrier route delay,Open
FUL001675,O020984,C000362,1937,2024-05-10,carrier_delay,High,Carrier route delay,Open
FUL001676,O020985,C001712,7893,2024-05-10,carrier_delay,High,Carrier route delay,Open
FUL001677,O020999,C000231,9502,2024-05-10,carrier_delay,High,Carrier route delay,Open
FUL001678,O021005,C001695,203,2024-05-10,carrier_delay,High,Carrier route delay,Open
FUL001679,O021010,C001379,5612,2024-05-10,carrier_delay,High,Carrier route delay,Open
FUL001680,O021015,C000235,7926,2024-05-10,carrier_delay,High,Carrier route delay,Open
FUL001681,O021023,C000457,8666,2024-05-10,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL001682,O021025,C001814,224,2024-05-10,carrier_delay,High,Carrier route delay,Open
FUL001683,O021028,C001920,1651,2024-05-10,carrier_delay,High,Carrier route delay,Open
FUL001684,O021034,C000684,7829,2024-05-11,carrier_delay,High,Carrier route delay,Open
FUL001685,O021041,C001439,10162,2024-05-11,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL001686,O021047,C001722,9813,2024-05-11,carrier_delay,High,Carrier route delay,Open
FUL001687,O021050,C000176,4627,2024-05-11,carrier_delay,High,Carrier route delay,Open
FUL001688,O021053,C000109,4812,2024-05-11,carrier_delay,High,Carrier route delay,Open
FUL001689,O021060,C001565,12102,2024-05-11,carrier_delay,High,Carrier route delay,Open
FUL001690,O021065,C000036,4781,2024-05-11,carrier_delay,High,Carrier route delay,Open
FUL001691,O021068,C000043,7218,2024-05-11,carrier_delay,High,Carrier route delay,Open
FUL001692,O002107,C000225,8522,2023-08-08,carrier_delay,High,Carrier route delay,Open
FUL001693,O021079,C001358,2325,2024-05-11,carrier_delay,High,Carrier route delay,Open
FUL001694,O021084,C001988,10226,2024-05-11,carrier_delay,High,Carrier route delay,Open
FUL001695,O021090,C001360,2727,2024-05-11,carrier_delay,High,Carrier route delay,Open
FUL001696,O021091,C000208,8861,2024-05-11,carrier_delay,High,Carrier route delay,Open
FUL001697,O021099,C001160,5775,2024-05-11,carrier_delay,High,Carrier route delay,Open
FUL001698,O021103,C000288,5519,2024-05-12,carrier_delay,High,Carrier route delay,Open
FUL001699,O021114,C000636,2844,2024-05-12,carrier_delay,High,Carrier route delay,Open
FUL001700,O021118,C000377,3498,2024-05-12,carrier_delay,High,Carrier route delay,Open
FUL001701,O021122,C001325,7986,2024-05-12,carrier_delay,High,Carrier route delay,Open
FUL001702,O021140,C000014,664,2024-05-12,carrier_delay,High,Carrier route delay,Open
FUL001703,O021160,C001511,6318,2024-05-12,carrier_delay,High,Carrier route delay,Open
FUL001704,O021172,C000935,3128,2024-05-13,carrier_delay,High,Carrier route delay,Open
FUL001705,O021184,C001016,4967,2024-05-13,carrier_delay,High,Carrier route delay,Open
FUL001706,O002120,C000460,7830,2023-08-08,carrier_delay,High,Carrier route delay,Open
FUL001707,O021219,C000970,11262,2024-05-13,carrier_delay,High,Carrier route delay,Open
FUL001708,O021220,C000292,10707,2024-05-13,carrier_delay,High,Carrier route delay,Open
FUL001709,O021221,C000244,5952,2024-05-13,carrier_delay,High,Carrier route delay,Open
FUL001710,O021239,C001023,12038,2024-05-14,carrier_delay,High,Carrier route delay,Open
FUL001711,O021243,C001192,6521,2024-05-14,carrier_delay,High,Carrier route delay,Open
FUL001712,O021248,C000886,12301,2024-05-14,carrier_delay,High,Carrier route delay,Open
FUL001713,O021260,C000993,6740,2024-05-14,carrier_delay,High,Carrier route delay,Open
FUL001714,O021263,C000215,5015,2024-05-14,carrier_delay,High,Carrier route delay,Open
FUL001715,O021269,C001919,11681,2024-05-14,carrier_delay,High,Carrier route delay,Open
FUL001716,O021271,C001927,7687,2024-05-14,carrier_delay,High,Carrier route delay,Open
FUL001717,O021272,C000865,5971,2024-05-14,carrier_delay,High,Carrier route delay,Open
FUL001718,O021283,C000618,7802,2024-05-14,carrier_delay,High,Carrier route delay,Open
FUL001719,O021288,C001721,8086,2024-05-14,carrier_delay,High,Carrier route delay,Open
FUL001720,O021299,C001423,6178,2024-05-14,carrier_delay,High,Carrier route delay,Open
FUL001721,O021309,C001409,11801,2024-05-15,carrier_delay,High,Carrier route delay,Open
FUL001722,O021311,C000437,2514,2024-05-15,carrier_delay,High,Carrier route delay,Open
FUL001723,O021314,C001428,9912,2024-05-15,carrier_delay,High,Carrier route delay,Open
FUL001724,O021319,C001433,2453,2024-05-15,carrier_delay,High,Carrier route delay,Open
FUL001725,O021344,C001068,9197,2024-05-15,carrier_delay,High,Carrier route delay,Open
FUL001726,O021350,C000816,2942,2024-05-15,carrier_delay,High,Carrier route delay,Open
FUL001727,O021359,C001346,5797,2024-05-15,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL001728,O021365,C001305,4876,2024-05-15,carrier_delay,High,Carrier route delay,Open
FUL001729,O021374,C000231,9502,2024-05-15,carrier_delay,High,Carrier route delay,Open
FUL001730,O021375,C000162,3889,2024-05-16,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL001731,O021383,C001441,10165,2024-05-16,carrier_delay,High,Carrier route delay,Open
FUL001732,O021394,C001021,10545,2024-05-16,carrier_delay,High,Carrier route delay,Open
FUL001733,O000214,C001295,3925,2023-07-12,carrier_delay,High,Carrier route delay,Open
FUL001734,O021403,C001340,10022,2024-05-16,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL001735,O021411,C001648,175,2024-05-16,carrier_delay,High,Carrier route delay,Open
FUL001736,O021414,C000719,6350,2024-05-16,carrier_delay,High,Carrier route delay,Open
FUL001737,O021422,C001910,4107,2024-05-16,carrier_delay,High,Carrier route delay,Open
FUL001738,O021430,C001234,9823,2024-05-16,carrier_delay,High,Carrier route delay,Open
FUL001739,O021434,C000809,245,2024-05-16,carrier_delay,High,Carrier route delay,Open
FUL001740,O021435,C001940,6767,2024-05-16,carrier_delay,High,Carrier route delay,Open
FUL001741,O021454,C001276,3631,2024-05-17,carrier_delay,High,Carrier route delay,Open
FUL001742,O021458,C000538,1804,2024-05-17,carrier_delay,High,Carrier route delay,Open
FUL001743,O021459,C001722,9813,2024-05-17,carrier_delay,High,Carrier route delay,Open
FUL001744,O021470,C000821,3074,2024-05-17,carrier_delay,High,Carrier route delay,Open
FUL001745,O021474,C001451,6287,2024-05-17,carrier_delay,High,Carrier route delay,Open
FUL001746,O021482,C001210,2111,2024-05-17,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL001747,O021505,C000660,2384,2024-05-17,carrier_delay,High,Carrier route delay,Open
FUL001748,O021515,C001288,927,2024-05-18,carrier_delay,High,Carrier route delay,Open
FUL001749,O021524,C000509,6092,2024-05-18,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL001750,O021530,C001691,7705,2024-05-18,carrier_delay,High,Carrier route delay,Open
FUL001751,O021539,C001682,10678,2024-05-18,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL001752,O002155,C000002,9371,2023-08-09,carrier_delay,High,Carrier route delay,Open
FUL001753,O021559,C001279,3316,2024-05-18,carrier_delay,High,Carrier route delay,Open
FUL001754,O021562,C001112,10620,2024-05-18,carrier_delay,High,Carrier route delay,Open
FUL001755,O021564,C000527,9971,2024-05-18,carrier_delay,High,Carrier route delay,Open
FUL001756,O021570,C000665,10398,2024-05-18,carrier_delay,High,Carrier route delay,Open
FUL001757,O021577,C000941,6307,2024-05-18,carrier_delay,High,Carrier route delay,Open
FUL001758,O021584,C000593,4318,2024-05-19,carrier_delay,High,Carrier route delay,Open
FUL001759,O021597,C000165,4539,2024-05-19,carrier_delay,High,Carrier route delay,Open
FUL001760,O021600,C000601,801,2024-05-19,carrier_delay,High,Carrier route delay,Open
FUL001761,O021605,C001238,12322,2024-05-19,carrier_delay,High,Carrier route delay,Open
FUL001762,O021619,C000132,11426,2024-05-19,carrier_delay,High,Carrier route delay,Open
FUL001763,O021627,C001759,4079,2024-05-19,carrier_delay,High,Carrier route delay,Open
FUL001764,O021635,C000346,12235,2024-05-19,carrier_delay,High,Carrier route delay,Open
FUL001765,O021640,C001793,19,2024-05-19,carrier_delay,High,Carrier route delay,Open
FUL001766,O021645,C000683,2335,2024-05-19,carrier_delay,High,Carrier route delay,Open
FUL001767,O021649,C000899,1685,2024-05-20,carrier_delay,High,Carrier route delay,Open
FUL001768,O021654,C000121,3554,2024-05-20,carrier_delay,High,Carrier route delay,Open
FUL001769,O021659,C000365,3529,2024-05-20,carrier_delay,High,Carrier route delay,Open
FUL001770,O021662,C000047,5691,2024-05-20,carrier_delay,High,Carrier route delay,Open
FUL001771,O021667,C000357,3099,2024-05-20,carrier_delay,High,Carrier route delay,Open
FUL001772,O021675,C001489,1172,2024-05-20,carrier_delay,High,Carrier route delay,Open
FUL001773,O021679,C000675,1373,2024-05-20,carrier_delay,High,Carrier route delay,Open
FUL001774,O021687,C000752,1627,2024-05-20,carrier_delay,High,Carrier route delay,Open
FUL001775,O021689,C000128,9743,2024-05-20,carrier_delay,High,Carrier route delay,Open
FUL001776,O021690,C001029,7980,2024-05-20,carrier_delay,High,Carrier route delay,Open
FUL001777,O021699,C000441,11755,2024-05-20,carrier_delay,High,Carrier route delay,Open
FUL001778,O021700,C001619,7465,2024-05-20,carrier_delay,High,Carrier route delay,Open
FUL001779,O021701,C000549,2528,2024-05-20,carrier_delay,High,Carrier route delay,Open
FUL001780,O021710,C000474,5549,2024-05-20,carrier_delay,High,Carrier route delay,Open
FUL001781,O021712,C000383,5395,2024-05-20,carrier_delay,High,Carrier route delay,Open
FUL001782,O021714,C000595,10965,2024-05-20,carrier_delay,High,Carrier route delay,Open
FUL001783,O021725,C000677,4667,2024-05-21,carrier_delay,High,Carrier route delay,Open
FUL001784,O021726,C001526,831,2024-05-21,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL001785,O002173,C000208,8861,2023-08-09,carrier_delay,High,Carrier route delay,Open
FUL001786,O021735,C000812,4863,2024-05-21,carrier_delay,High,Carrier route delay,Open
FUL001787,O021744,C001772,1773,2024-05-21,carrier_delay,High,Carrier route delay,Open
FUL001788,O021769,C000247,10375,2024-05-21,carrier_delay,High,Carrier route delay,Open
FUL001789,O021778,C001474,296,2024-05-21,carrier_delay,High,Carrier route delay,Open
FUL001790,O021781,C001583,11618,2024-05-21,carrier_delay,High,Carrier route delay,Open
FUL001791,O021799,C000655,7176,2024-05-22,carrier_delay,High,Carrier route delay,Open
FUL001792,O021811,C000548,9586,2024-05-22,carrier_delay,High,Carrier route delay,Open
FUL001793,O021813,C001302,2783,2024-05-22,carrier_delay,High,Carrier route delay,Open
FUL001794,O021814,C000307,3781,2024-05-22,carrier_delay,High,Carrier route delay,Open
FUL001795,O002182,C001101,2157,2023-08-09,carrier_delay,High,Carrier route delay,Open
FUL001796,O021820,C000994,10778,2024-05-22,carrier_delay,High,Carrier route delay,Open
FUL001797,O021824,C001914,12115,2024-05-22,carrier_delay,High,Carrier route delay,Open
FUL001798,O021828,C001392,6724,2024-05-22,carrier_delay,High,Carrier route delay,Open
FUL001799,O021839,C000234,6101,2024-05-22,carrier_delay,High,Carrier route delay,Open
FUL001800,O021845,C000199,12406,2024-05-22,carrier_delay,High,Carrier route delay,Open
FUL001801,O021849,C001328,8298,2024-05-22,carrier_delay,High,Carrier route delay,Open
FUL001802,O021852,C001882,5276,2024-05-22,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL001803,O021855,C000292,10707,2024-05-23,carrier_delay,High,Carrier route delay,Open
FUL001804,O021864,C000046,1492,2024-05-23,carrier_delay,High,Carrier route delay,Open
FUL001805,O021869,C000101,12226,2024-05-23,carrier_delay,High,Carrier route delay,Open
FUL001806,O002187,C001790,4567,2023-08-09,carrier_delay,High,Carrier route delay,Open
FUL001807,O021879,C001900,3574,2024-05-23,carrier_delay,High,Carrier route delay,Open
FUL001808,O021890,C001303,3660,2024-05-23,carrier_delay,High,Carrier route delay,Open
FUL001809,O021910,C000369,9153,2024-05-23,carrier_delay,High,Carrier route delay,Open
FUL001810,O021918,C000774,9785,2024-05-23,carrier_delay,High,Carrier route delay,Open
FUL001811,O021920,C000621,4704,2024-05-23,carrier_delay,High,Carrier route delay,Open
FUL001812,O021929,C001320,6003,2024-05-24,carrier_delay,High,Carrier route delay,Open
FUL001813,O021935,C001606,3464,2024-05-24,carrier_delay,High,Carrier route delay,Open
FUL001814,O021940,C000588,10849,2024-05-24,carrier_delay,High,Carrier route delay,Open
FUL001815,O021949,C000048,5217,2024-05-24,carrier_delay,High,Carrier route delay,Open
FUL001816,O002195,C000471,679,2023-08-10,carrier_delay,High,Carrier route delay,Open
FUL001817,O021954,C001007,8398,2024-05-24,carrier_delay,High,Carrier route delay,Open
FUL001818,O021976,C001010,8220,2024-05-24,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL001819,O021983,C001040,1624,2024-05-24,carrier_delay,High,Carrier route delay,Open
FUL001820,O000220,C001336,1383,2023-07-12,carrier_delay,High,Carrier route delay,Open
FUL001821,O022019,C000054,9494,2024-05-25,carrier_delay,High,Carrier route delay,Open
FUL001822,O022026,C000013,10235,2024-05-25,carrier_delay,High,Carrier route delay,Open
FUL001823,O022027,C000068,5648,2024-05-25,carrier_delay,High,Carrier route delay,Open
FUL001824,O022030,C000294,1578,2024-05-25,carrier_delay,High,Carrier route delay,Open
FUL001825,O022035,C001180,1871,2024-05-25,carrier_delay,High,Carrier route delay,Open
FUL001826,O002204,C000108,7417,2023-08-10,carrier_delay,High,Carrier route delay,Open
FUL001827,O022040,C000840,455,2024-05-25,carrier_delay,High,Carrier route delay,Open
FUL001828,O022044,C001692,12018,2024-05-25,carrier_delay,High,Carrier route delay,Open
FUL001829,O022047,C001067,6759,2024-05-25,carrier_delay,High,Carrier route delay,Open
FUL001830,O022051,C001117,6165,2024-05-25,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL001831,O022061,C000772,40,2024-05-26,carrier_delay,High,Carrier route delay,Open
FUL001832,O022064,C000285,12094,2024-05-26,carrier_delay,High,Carrier route delay,Open
FUL001833,O022080,C001995,9670,2024-05-26,carrier_delay,High,Carrier route delay,Open
FUL001834,O022094,C000745,4721,2024-05-26,carrier_delay,High,Carrier route delay,Open
FUL001835,O022104,C001928,1094,2024-05-26,carrier_delay,High,Carrier route delay,Open
FUL001836,O022105,C001955,2654,2024-05-26,carrier_delay,High,Carrier route delay,Open
FUL001837,O022107,C001584,8539,2024-05-26,carrier_delay,High,Carrier route delay,Open
FUL001838,O022108,C001353,5300,2024-05-26,carrier_delay,High,Carrier route delay,Open
FUL001839,O022115,C001899,1574,2024-05-26,carrier_delay,High,Carrier route delay,Open
FUL001840,O022121,C001242,2469,2024-05-26,carrier_delay,High,Carrier route delay,Open
FUL001841,O022125,C001958,4523,2024-05-26,carrier_delay,High,Carrier route delay,Open
FUL001842,O022130,C000796,771,2024-05-27,carrier_delay,High,Carrier route delay,Open
FUL001843,O022134,C001117,6165,2024-05-27,carrier_delay,High,Carrier route delay,Open
FUL001844,O022135,C001764,5999,2024-05-27,carrier_delay,High,Carrier route delay,Open
FUL001845,O022140,C001964,8136,2024-05-27,carrier_delay,High,Carrier route delay,Open
FUL001846,O022147,C000559,5190,2024-05-27,carrier_delay,High,Carrier route delay,Open
FUL001847,O022148,C000230,5583,2024-05-27,carrier_delay,High,Carrier route delay,Open
FUL001848,O022154,C000660,2384,2024-05-27,carrier_delay,High,Carrier route delay,Open
FUL001849,O022155,C000318,11884,2024-05-27,carrier_delay,High,Carrier route delay,Open
FUL001850,O022159,C000328,4697,2024-05-27,carrier_delay,High,Carrier route delay,Open
FUL001851,O022160,C000677,4667,2024-05-27,carrier_delay,High,Carrier route delay,Open
FUL001852,O022169,C000795,9819,2024-05-27,carrier_delay,High,Carrier route delay,Open
FUL001853,O022173,C001480,5683,2024-05-27,carrier_delay,High,Carrier route delay,Open
FUL001854,O022175,C001046,9721,2024-05-27,carrier_delay,High,Carrier route delay,Open
FUL001855,O022182,C000306,6130,2024-05-27,carrier_delay,High,Carrier route delay,Open
FUL001856,O022199,C000220,2220,2024-05-28,carrier_delay,High,Carrier route delay,Open
FUL001857,O022211,C000372,4514,2024-05-28,carrier_delay,High,Carrier route delay,Open
FUL001858,O022218,C000467,1658,2024-05-28,carrier_delay,High,Carrier route delay,Open
FUL001859,O022220,C000867,7186,2024-05-28,carrier_delay,High,Carrier route delay,Open
FUL001860,O022229,C000197,4394,2024-05-28,carrier_delay,High,Carrier route delay,Open
FUL001861,O022231,C000660,2384,2024-05-28,carrier_delay,High,Carrier route delay,Open
FUL001862,O002224,C000509,6092,2023-08-10,carrier_delay,High,Carrier route delay,Open
FUL001863,O022244,C000232,7852,2024-05-28,carrier_delay,High,Carrier route delay,Open
FUL001864,O022246,C000692,972,2024-05-28,carrier_delay,High,Carrier route delay,Open
FUL001865,O022247,C000754,11700,2024-05-28,carrier_delay,High,Carrier route delay,Open
FUL001866,O022253,C001523,2121,2024-05-28,carrier_delay,High,Carrier route delay,Open
FUL001867,O022255,C001645,8631,2024-05-28,carrier_delay,High,Carrier route delay,Open
FUL001868,O022258,C001744,9932,2024-05-28,carrier_delay,High,Carrier route delay,Open
FUL001869,O022260,C001738,321,2024-05-28,carrier_delay,High,Carrier route delay,Open
FUL001870,O022266,C000397,5755,2024-05-29,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL001871,O022269,C000964,11806,2024-05-29,carrier_delay,High,Carrier route delay,Open
FUL001872,O022270,C000511,3471,2024-05-29,carrier_delay,High,Carrier route delay,Open
FUL001873,O022271,C001129,11765,2024-05-29,carrier_delay,High,Carrier route delay,Open
FUL001874,O022279,C000125,3879,2024-05-29,carrier_delay,High,Carrier route delay,Open
FUL001875,O022284,C000027,2774,2024-05-29,carrier_delay,High,Carrier route delay,Open
FUL001876,O022294,C000346,12235,2024-05-29,carrier_delay,High,Carrier route delay,Open
FUL001877,O022308,C001675,5852,2024-05-29,carrier_delay,High,Carrier route delay,Open
FUL001878,O022317,C001305,4876,2024-05-29,carrier_delay,High,Carrier route delay,Open
FUL001879,O022320,C001627,3752,2024-05-29,carrier_delay,High,Carrier route delay,Open
FUL001880,O022324,C000487,4013,2024-05-29,carrier_delay,High,Carrier route delay,Open
FUL001881,O022349,C000925,8084,2024-05-30,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL001882,O022350,C001672,9754,2024-05-30,carrier_delay,High,Carrier route delay,Open
FUL001883,O022352,C000328,4697,2024-05-30,carrier_delay,High,Carrier route delay,Open
FUL001884,O022355,C001528,9830,2024-05-30,carrier_delay,High,Carrier route delay,Open
FUL001885,O022364,C000315,1979,2024-05-30,carrier_delay,High,Carrier route delay,Open
FUL001886,O022374,C001401,4758,2024-05-30,carrier_delay,High,Carrier route delay,Open
FUL001887,O022379,C000865,5971,2024-05-30,carrier_delay,High,Carrier route delay,Open
FUL001888,O022384,C000023,1443,2024-05-30,carrier_delay,High,Carrier route delay,Open
FUL001889,O022397,C000667,5085,2024-05-30,carrier_delay,High,Carrier route delay,Open
FUL001890,O022417,C000212,4659,2024-05-31,carrier_delay,High,Carrier route delay,Open
FUL001891,O022423,C001483,12187,2024-05-31,carrier_delay,High,Carrier route delay,Open
FUL001892,O022425,C000966,4320,2024-05-31,carrier_delay,High,Carrier route delay,Open
FUL001893,O022428,C001583,11618,2024-05-31,carrier_delay,High,Carrier route delay,Open
FUL001894,O022435,C001936,6425,2024-05-31,carrier_delay,High,Carrier route delay,Open
FUL001895,O022445,C001694,6187,2024-05-31,carrier_delay,High,Carrier route delay,Open
FUL001896,O002245,C001411,11895,2023-08-10,carrier_delay,High,Carrier route delay,Open
FUL001897,O022451,C000482,8895,2024-05-31,carrier_delay,High,Carrier route delay,Open
FUL001898,O022452,C001349,9302,2024-05-31,carrier_delay,High,Carrier route delay,Open
FUL001899,O022465,C000198,11534,2024-05-31,carrier_delay,High,Carrier route delay,Open
FUL001900,O002248,C001172,7593,2023-08-10,carrier_delay,High,Carrier route delay,Open
FUL001901,O022480,C000271,6213,2024-06-01,carrier_delay,High,Carrier route delay,Open
FUL001902,O002249,C000766,1106,2023-08-10,carrier_delay,High,Carrier route delay,Open
