order_line_id,source_order_item_id,order_id,source_order_id,customer_id,source_customer_id,product_card_id,product_name,product_category_id,category_name,department_id,department_name,quantity,product_price,item_total,sales,discount,discount_rate,profit,profit_ratio,product_status,product_image
OL150985,150985,O060333,60333,C000165,4539,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,251.98,299.98,48.00,0.1600,120.95,0.4800,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL010142,10142,O004074,4074,C000964,11806,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,335.98,399.98,64.00,0.1600,157.91,0.4700,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL146666,146666,O058603,58603,C001269,514,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,251.98,299.98,48.00,0.1600,28.47,0.1100,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL001795,1795,O000730,730,C001745,3189,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,335.98,399.98,64.00,0.1600,157.91,0.4700,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL024783,24783,O009921,9921,C000974,2250,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,335.98,399.98,64.00,0.1600,-78.28,-0.2300,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL013656,13656,O005475,5475,C000976,4199,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,331.98,399.98,68.00,0.1700,89.64,0.2700,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL010141,10141,O004074,4074,C000964,11806,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,331.98,399.98,68.00,0.1700,92.96,0.2800,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL024563,24563,O009840,9840,C001838,6677,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,331.98,399.98,68.00,0.1700,-221.43,-0.6700,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL001794,1794,O000730,730,C001745,3189,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,331.98,399.98,68.00,0.1700,142.75,0.4300,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL137643,137643,O055034,55034,C001381,1038,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,248.98,299.98,51.00,0.1700,87.14,0.3500,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL149600,149600,O059776,59776,C000942,8757,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,248.98,299.98,51.00,0.1700,114.53,0.4600,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL130158,130158,O052095,52095,C001948,5637,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,245.98,299.98,54.00,0.1800,86.09,0.3500,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL021016,21016,O008415,8415,C000960,9039,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,245.98,299.98,54.00,0.1800,115.61,0.4700,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL010938,10938,O004365,4365,C000476,10407,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,319.98,399.98,80.00,0.2000,20.16,0.0600,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL130157,130157,O052095,52095,C001948,5637,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,239.98,299.98,60.00,0.2000,21.12,0.0900,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL152229,152229,O060835,60835,C001816,821,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,239.98,299.98,60.00,0.2000,115.19,0.4800,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL014645,14645,O005886,5886,C001960,5327,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,319.98,399.98,80.00,0.2000,60.80,0.1900,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL010937,10937,O004365,4365,C000476,10407,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,299.99,399.98,100.00,0.2500,14.10,0.0500,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL006525,6525,O002601,2601,C000690,11457,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,299.99,399.98,100.00,0.2500,97.50,0.3300,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL023441,23441,O009394,9394,C000699,6725,93,Under Armour Men's Tech II T-Shirt,5,Lacrosse,2,Fitness,1,24.99,20.99,24.99,4.00,0.1600,7.35,0.3500,0,http://images.acmesports.sports/Under+Armour+Men%27s+Tech+II+T-Shirt
OL018575,18575,O007412,7412,C000367,5446,191,Nike Men's Free 5.0+ Running Shoe,9,Cardio Equipment,3,Footwear,1,99.99,98.99,99.99,1.00,0.0100,-64.34,-0.6500,0,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe
OL140233,140233,O056080,56080,C001495,9683,172,Nike Women's Tempo Shorts,9,Cardio Equipment,3,Footwear,1,30.00,26.40,30.00,3.60,0.1200,12.67,0.4800,0,http://images.acmesports.sports/Nike+Women%27s+Tempo+Shorts
OL023439,23439,O009394,9394,C000699,6725,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,128.69,129.99,1.30,0.0100,57.91,0.4500,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL017689,17689,O007066,7066,C000954,5050,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,128.69,129.99,1.30,0.0100,33.46,0.2600,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL004094,4094,O001642,1642,C001607,946,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,126.09,129.99,3.90,0.0300,60.52,0.4800,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL012234,12234,O004886,4886,C000468,2872,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,126.09,129.99,3.90,0.0300,36.57,0.2900,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL004093,4093,O001642,1642,C001607,946,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,124.79,129.99,5.20,0.0400,62.40,0.5000,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL140232,140232,O056080,56080,C001495,9683,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,123.49,129.99,6.50,0.0500,60.51,0.4900,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL145921,145921,O058310,58310,C000389,9377,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,123.49,129.99,6.50,0.0500,-209.93,-1.7000,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL140234,140234,O056080,56080,C001495,9683,365,Perfect Fitness Perfect Rip Deck,17,Cleats,4,Apparel,1,59.99,53.99,59.99,6.00,0.1000,14.04,0.2600,0,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck
OL017751,17751,O007088,7088,C000458,6156,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,114.39,129.99,15.60,0.1200,-25.74,-0.2300,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL016893,16893,O006756,6756,C000068,5648,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,114.39,129.99,15.60,0.1200,8.58,0.0800,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL017750,17750,O007088,7088,C000458,6156,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,113.09,129.99,16.90,0.1300,49.76,0.4400,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL152715,152715,O061049,61049,C001715,10437,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,113.09,129.99,16.90,0.1300,11.31,0.1000,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL139735,139735,O055884,55884,C001796,5559,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,110.49,129.99,19.50,0.1500,30.94,0.2800,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL001634,1634,O000665,665,C000068,5648,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,107.89,129.99,22.10,0.1700,45.31,0.4200,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL005400,5400,O002156,2156,C000683,2335,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,103.99,129.99,26.00,0.2000,47.84,0.4600,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL018574,18574,O007412,7412,C000367,5446,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,103.99,129.99,26.00,0.2000,6.24,0.0600,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL152716,152716,O061049,61049,C001715,10437,627,Under Armour Girls' Toddler Spine Surge Runni,29,Shop By Sport,5,Golf,1,39.99,39.19,39.99,0.80,0.0200,2.47,0.0600,0,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe
OL142514,142514,O056978,56978,C001423,6178,502,Nike Men's Dri-FIT Victory Golf Polo,24,Women's Apparel,5,Golf,1,50.00,49.00,50.00,1.00,0.0200,10.29,0.2100,0,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo
OL005401,5401,O002156,2156,C000683,2335,502,Nike Men's Dri-FIT Victory Golf Polo,24,Women's Apparel,5,Golf,1,50.00,48.50,50.00,1.50,0.0300,23.28,0.4800,0,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo
OL139905,139905,O055955,55955,C000781,4991,627,Under Armour Girls' Toddler Spine Surge Runni,29,Shop By Sport,5,Golf,1,39.99,35.99,39.99,4.00,0.1000,8.57,0.2400,0,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe
OL136290,136290,O054492,54492,C000091,5803,627,Under Armour Girls' Toddler Spine Surge Runni,29,Shop By Sport,5,Golf,1,39.99,35.19,39.99,4.80,0.1200,8.80,0.2500,0,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe
OL146677,146677,O058606,58606,C001146,6992,305,Mio ALPHA Heart Rate Monitor/Sport Watch,38,Kids' Golf Clubs,6,Outdoors,1,199.00,197.01,199.00,1.99,0.0100,90.62,0.4600,0,http://images.acmesports.sports/Mio+ALPHA+Heart+Rate+Monitor%2FSport+Watch
OL017688,17688,O007066,7066,C000954,5050,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,399.98,399.98,0.00,0.0000,191.99,0.4800,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL014900,14900,O005985,5985,C000850,4911,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,290.98,299.98,9.00,0.0300,84.38,0.2900,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL021238,21238,O008505,8505,C000627,8579,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,387.98,399.98,12.00,0.0300,135.79,0.3500,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL021237,21237,O008505,8505,C000627,8579,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,383.98,399.98,16.00,0.0400,180.47,0.4700,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL019174,19174,O007662,7662,C000345,10634,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,371.98,399.98,28.00,0.0700,-60.63,-0.1600,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL002160,2160,O000866,866,C001083,6788,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,363.98,399.98,36.00,0.0900,160.15,0.4400,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL004095,4095,O001642,1642,C001607,946,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,263.98,299.98,36.00,0.1200,126.71,0.4800,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL014899,14899,O005985,5985,C000850,4911,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,351.98,399.98,48.00,0.1200,91.52,0.2600,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL005399,5399,O002156,2156,C000683,2335,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,260.98,299.98,39.00,0.1300,114.83,0.4400,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL145920,145920,O058310,58310,C000389,9377,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,260.98,299.98,39.00,0.1300,-430.62,-1.6500,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL014898,14898,O005985,5985,C000850,4911,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,347.98,399.98,52.00,0.1300,170.51,0.4900,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL002158,2158,O000866,866,C001083,6788,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,254.98,299.98,45.00,0.1500,-3.31,-0.0100,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL007275,7275,O002912,2912,C000506,9053,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,251.98,299.98,48.00,0.1600,28.47,0.1100,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL016895,16895,O006756,6756,C000068,5648,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,335.98,399.98,64.00,0.1600,67.20,0.2000,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL142516,142516,O056978,56978,C001423,6178,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,251.98,299.98,48.00,0.1600,-3.28,-0.0100,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL001699,1699,O000693,693,C000486,10081,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,248.98,299.98,51.00,0.1700,-12.45,-0.0500,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL016892,16892,O006756,6756,C000068,5648,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,331.98,399.98,68.00,0.1700,142.75,0.4300,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL013082,13082,O005239,5239,C001897,5573,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,239.98,299.98,60.00,0.2000,-60.00,-0.2500,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL023442,23442,O009394,9394,C000699,6725,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,239.98,299.98,60.00,0.2000,79.19,0.3300,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL013080,13080,O005239,5239,C001897,5573,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,224.99,299.98,75.00,0.2500,-31.05,-0.1400,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL023438,23438,O009394,9394,C000699,6725,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,224.99,299.98,75.00,0.2500,107.99,0.4800,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL017690,17690,O007066,7066,C000954,5050,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,299.99,399.98,100.00,0.2500,87.00,0.2900,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL056477,56477,O022572,22572,C001363,990,191,Nike Men's Free 5.0+ Running Shoe,9,Cardio Equipment,3,Footwear,1,99.99,99.99,99.99,0.00,0.0000,31.30,0.3100,0,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe
OL120140,120140,O048046,48046,C001488,4202,191,Nike Men's Free 5.0+ Running Shoe,9,Cardio Equipment,3,Footwear,1,99.99,96.99,99.99,3.00,0.0300,-71.09,-0.7300,0,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe
OL067541,67541,O026963,26963,C001387,10017,191,Nike Men's Free 5.0+ Running Shoe,9,Cardio Equipment,3,Footwear,1,99.99,83.99,99.99,16.00,0.1600,39.48,0.4700,0,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe
OL116979,116979,O046789,46789,C001748,1385,191,Nike Men's Free 5.0+ Running Shoe,9,Cardio Equipment,3,Footwear,1,99.99,83.99,99.99,16.00,0.1600,41.16,0.4900,0,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe
OL066454,66454,O026543,26543,C000585,11056,191,Nike Men's Free 5.0+ Running Shoe,9,Cardio Equipment,3,Footwear,1,99.99,81.99,99.99,18.00,0.1800,24.60,0.3000,0,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe
OL053334,53334,O021332,21332,C001895,11665,172,Nike Women's Tempo Shorts,9,Cardio Equipment,3,Footwear,1,30.00,24.00,30.00,6.00,0.2000,7.92,0.3300,0,http://images.acmesports.sports/Nike+Women%27s+Tempo+Shorts
OL063621,63621,O025400,25400,C000121,3554,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,129.99,129.99,0.00,0.0000,62.40,0.4800,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL065511,65511,O026174,26174,C000348,1782,365,Perfect Fitness Perfect Rip Deck,17,Cleats,4,Apparel,1,59.99,59.99,59.99,0.00,0.0000,29.40,0.4900,0,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck
OL068684,68684,O027436,27436,C001987,6616,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,129.99,129.99,0.00,0.0000,42.90,0.3300,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL051871,51871,O020756,20756,C000515,4444,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,128.69,129.99,1.30,0.0100,-14.54,-0.1100,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL066970,66970,O026737,26737,C000056,1695,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,128.69,129.99,1.30,0.0100,46.71,0.3600,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL067542,67542,O026963,26963,C001387,10017,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,128.69,129.99,1.30,0.0100,24.45,0.1900,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL060552,60552,O024203,24203,C000826,11263,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,128.69,129.99,1.30,0.0100,34.75,0.2700,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL056945,56945,O022758,22758,C001879,11954,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,127.39,129.99,2.60,0.0200,44.59,0.3500,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL051869,51869,O020756,20756,C000515,4444,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,127.39,129.99,2.60,0.0200,17.58,0.1400,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL052424,52424,O020976,20976,C001135,4005,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,127.39,129.99,2.60,0.0200,62.42,0.4900,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL072410,72410,O028938,28938,C000470,11960,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,127.39,129.99,2.60,0.0200,57.33,0.4500,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL066453,66453,O026543,26543,C000585,11056,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,127.39,129.99,2.60,0.0200,-97.71,-0.7700,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL071706,71706,O028647,28647,C000861,1806,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,127.39,129.99,2.60,0.0200,1.27,0.0100,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL125953,125953,O050407,50407,C001967,7160,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,127.39,129.99,2.60,0.0200,35.67,0.2800,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL056000,56000,O022374,22374,C001401,4758,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,126.09,129.99,3.90,0.0300,45.77,0.3600,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL067686,67686,O027022,27022,C000960,9039,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,126.09,129.99,3.90,0.0300,-14.25,-0.1100,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL054847,54847,O021926,21926,C000170,6303,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,126.09,129.99,3.90,0.0300,20.55,0.1600,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL125952,125952,O050407,50407,C001967,7160,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,126.09,129.99,3.90,0.0300,-14.25,-0.1100,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL125076,125076,O050033,50033,C001272,6872,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,126.09,129.99,3.90,0.0300,-81.96,-0.6500,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL075854,75854,O030343,30343,C000123,154,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,124.79,129.99,5.20,0.0400,59.90,0.4800,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL031997,31997,O012791,12791,C000919,7887,1073,Pelican Sunstream 100 Kayak,48,Water Sports,7,Fan Shop,1,199.99,165.99,199.99,34.00,0.1700,41.50,0.2500,0,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak
OL031909,31909,O012754,12754,C001105,9002,1073,Pelican Sunstream 100 Kayak,48,Water Sports,7,Fan Shop,1,199.99,191.99,199.99,8.00,0.0400,55.68,0.2900,0,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak
OL031896,31896,O012747,12747,C001110,4109,1073,Pelican Sunstream 100 Kayak,48,Water Sports,7,Fan Shop,1,199.99,188.99,199.99,11.00,0.0600,-34.59,-0.1800,0,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak
OL031853,31853,O012730,12730,C000978,11388,1073,Pelican Sunstream 100 Kayak,48,Water Sports,7,Fan Shop,1,199.99,179.99,199.99,20.00,0.1000,-278.99,-1.5500,0,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak
OL031832,31832,O012721,12721,C001166,10552,1073,Pelican Sunstream 100 Kayak,48,Water Sports,7,Fan Shop,1,199.99,173.99,199.99,26.00,0.1300,-28.36,-0.1600,0,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak
OL031673,31673,O012658,12658,C000409,1868,1073,Pelican Sunstream 100 Kayak,48,Water Sports,7,Fan Shop,1,199.99,195.99,199.99,4.00,0.0200,68.60,0.3500,0,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak
OL031545,31545,O012599,12599,C001695,203,1073,Pelican Sunstream 100 Kayak,48,Water Sports,7,Fan Shop,1,199.99,181.99,199.99,18.00,0.0900,80.08,0.4400,0,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak
